-4.681671536,-4.681671536,-465.3372522
-4.655539195,-4.481671536,-550.3184598
-4.642883214,-4.281671536,-502.9613982
-4.538286094,-4.081671536,-498.5727591
-4.028682188,-3.881671536,-319.0918365
-3.810023184,-3.681671536,-319.0497096
-3.613755572,-3.481671536,-296.9809371
-3.507059944,-3.281671536,-276.4608888
-3.373882648,-3.081671536,-191.3448698
-3.288133122,-2.881671536,-197.4625553
-3.131273954,-2.681671536,-172.6446795
-2.761880605,-2.481671536,-70.84524917
-2.449048845,-2.281671536,-72.67120024
-2.424917459,-2.081671536,-73.34510485
-2.23974923,-1.881671536,-13.22702037
-2.23077015,-1.681671536,-88.15185589
2.06046088,-1.481671536,51.15155556
2.093648309,-1.281671536,24.61239747
2.431324681,-1.081671536,83.8759795
2.512670593,-0.881671536,98.89877064
2.54686682,-0.681671536,132.7966289
2.577401306,-0.481671536,75.40403065
2.655167881,-0.281671536,21.57807943
2.951999011,-0.081671536,96.31057127
3.234578283,0.118328464,204.816938
3.491293059,0.318328464,170.176715
3.909032525,0.518328464,317.6770739
4.339932478,0.718328464,398.1411606
4.502220488,0.918328464,485.9643737
4.592914252,1.118328464,405.9233965
4.597439585,1.318328464,463.0769986
,1.518328464,
,1.718328464,
,1.918328464,
,2.118328464,
,2.318328464,
,2.518328464,
,2.718328464,
,2.918328464,
,3.118328464,
,3.318328464,
,3.518328464,
,3.718328464,
,3.918328464,
,4.118328464,
,4.318328464,
,4.518328464,
